,Disease,Combined_Symptoms,Precaution_1,Precaution_2,Precaution_3,Precaution_4
1960,Hyperthyroidism," fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation",eat healthy,massage,use lemon balm,take radioactive iodine treatment
1961,Hyperthyroidism," fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation",eat healthy,massage,use lemon balm,take radioactive iodine treatment
1962,Hyperthyroidism," mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation",eat healthy,massage,use lemon balm,take radioactive iodine treatment
1963,Hyperthyroidism," fatigue,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation",eat healthy,massage,use lemon balm,take radioactive iodine treatment
1964,Hyperthyroidism," fatigue,  mood_swings,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation",eat healthy,massage,use lemon balm,take radioactive iodine treatment
1965,Hyperthyroidism," fatigue,  mood_swings,  weight_loss,  sweating,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation",eat healthy,massage,use lemon balm,take radioactive iodine treatment
1966,Hyperthyroidism," fatigue,  mood_swings,  weight_loss,  restlessness,  diarrhoea,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation",eat healthy,massage,use lemon balm,take radioactive iodine treatment
1967,Hyperthyroidism," fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  fast_heart_rate,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation",eat healthy,massage,use lemon balm,take radioactive iodine treatment
1968,Hyperthyroidism," fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  excessive_hunger,  muscle_weakness,  irritability,  abnormal_menstruation",eat healthy,massage,use lemon balm,take radioactive iodine treatment
1969,Hyperthyroidism," fatigue,  mood_swings,  weight_loss,  restlessness,  sweating,  diarrhoea,  fast_heart_rate,  muscle_weakness,  irritability,  abnormal_menstruation",eat healthy,massage,use lemon balm,take radioactive iodine treatment
1970,Hypoglycemia," vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  slurred_speech,  irritability,  palpitations",lie down on side,check in pulse,drink sugary drinks,consult doctor
1971,Hypoglycemia," vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations",lie down on side,check in pulse,drink sugary drinks,consult doctor
1972,Hypoglycemia," vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations",lie down on side,check in pulse,drink sugary drinks,consult doctor
1973,Hypoglycemia," fatigue,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations",lie down on side,check in pulse,drink sugary drinks,consult doctor
1974,Hypoglycemia," vomiting,  anxiety,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations",lie down on side,check in pulse,drink sugary drinks,consult doctor
1975,Hypoglycemia," vomiting,  fatigue,  sweating,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations",lie down on side,check in pulse,drink sugary drinks,consult doctor
1976,Hypoglycemia," vomiting,  fatigue,  anxiety,  headache,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations",lie down on side,check in pulse,drink sugary drinks,consult doctor
1977,Hypoglycemia," vomiting,  fatigue,  anxiety,  sweating,  nausea,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations",lie down on side,check in pulse,drink sugary drinks,consult doctor
1978,Hypoglycemia," vomiting,  fatigue,  anxiety,  sweating,  headache,  blurred_and_distorted_vision,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations",lie down on side,check in pulse,drink sugary drinks,consult doctor
1979,Hypoglycemia," vomiting,  fatigue,  anxiety,  sweating,  headache,  nausea,  excessive_hunger,  drying_and_tingling_lips,  slurred_speech,  irritability,  palpitations",lie down on side,check in pulse,drink sugary drinks,consult doctor
1980,Osteoarthristis," joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking",acetaminophen,consult nearest hospital,follow up,salt baths
1981,Osteoarthristis," joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking",acetaminophen,consult nearest hospital,follow up,salt baths
1982,Osteoarthristis," neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking",acetaminophen,consult nearest hospital,follow up,salt baths
1983,Osteoarthristis," joint_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking",acetaminophen,consult nearest hospital,follow up,salt baths
1984,Osteoarthristis," joint_pain,  neck_pain,  hip_joint_pain,  swelling_joints,  painful_walking",acetaminophen,consult nearest hospital,follow up,salt baths
1985,Osteoarthristis," joint_pain,  neck_pain,  knee_pain,  swelling_joints,  painful_walking",acetaminophen,consult nearest hospital,follow up,salt baths
1986,Osteoarthristis," joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  painful_walking",acetaminophen,consult nearest hospital,follow up,salt baths
1987,Osteoarthristis," joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints",acetaminophen,consult nearest hospital,follow up,salt baths
1988,Osteoarthristis," joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking",acetaminophen,consult nearest hospital,follow up,salt baths
1989,Osteoarthristis," joint_pain,  neck_pain,  knee_pain,  hip_joint_pain,  swelling_joints,  painful_walking",acetaminophen,consult nearest hospital,follow up,salt baths
1990,Arthritis," muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking",exercise,use hot and cold therapy,try acupuncture,massage
1991,Arthritis," muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking",exercise,use hot and cold therapy,try acupuncture,massage
1992,Arthritis," stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking",exercise,use hot and cold therapy,try acupuncture,massage
1993,Arthritis," muscle_weakness,  swelling_joints,  movement_stiffness,  painful_walking",exercise,use hot and cold therapy,try acupuncture,massage
1994,Arthritis," muscle_weakness,  stiff_neck,  movement_stiffness,  painful_walking",exercise,use hot and cold therapy,try acupuncture,massage
1995,Arthritis," muscle_weakness,  stiff_neck,  swelling_joints,  painful_walking",exercise,use hot and cold therapy,try acupuncture,massage
1996,Arthritis," muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking",exercise,use hot and cold therapy,try acupuncture,massage
1997,Arthritis," muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness",exercise,use hot and cold therapy,try acupuncture,massage
1998,Arthritis," muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking",exercise,use hot and cold therapy,try acupuncture,massage
1999,Arthritis," muscle_weakness,  stiff_neck,  swelling_joints,  movement_stiffness,  painful_walking",exercise,use hot and cold therapy,try acupuncture,massage
2000,(vertigo) Paroymsal  Positional Vertigo," vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness",lie down,avoid sudden change in body,avoid abrupt head movment,relax
2001,(vertigo) Paroymsal  Positional Vertigo," vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness",lie down,avoid sudden change in body,avoid abrupt head movment,relax
2002,(vertigo) Paroymsal  Positional Vertigo," headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness",lie down,avoid sudden change in body,avoid abrupt head movment,relax
2003,(vertigo) Paroymsal  Positional Vertigo," vomiting,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness",lie down,avoid sudden change in body,avoid abrupt head movment,relax
2004,(vertigo) Paroymsal  Positional Vertigo," vomiting,  headache,  spinning_movements,  loss_of_balance,  unsteadiness",lie down,avoid sudden change in body,avoid abrupt head movment,relax
2005,(vertigo) Paroymsal  Positional Vertigo," vomiting,  headache,  nausea,  loss_of_balance,  unsteadiness",lie down,avoid sudden change in body,avoid abrupt head movment,relax
2006,(vertigo) Paroymsal  Positional Vertigo," vomiting,  headache,  nausea,  spinning_movements,  unsteadiness",lie down,avoid sudden change in body,avoid abrupt head movment,relax
2007,(vertigo) Paroymsal  Positional Vertigo," vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance",lie down,avoid sudden change in body,avoid abrupt head movment,relax
2008,(vertigo) Paroymsal  Positional Vertigo," vomiting,  headache,  nausea,  spinning_movements,  loss_of_balance,  unsteadiness",lie down,avoid sudden change in body,avoid abrupt head movment,relax
2009,(vertigo) Paroymsal  Positional Vertigo," vomiting,  headache,  nausea,  loss_of_balance,  unsteadiness",lie down,avoid sudden change in body,avoid abrupt head movment,relax
2010,Acne," skin_rash,  pus_filled_pimples,  blackheads,  scurring",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
2011,Acne," skin_rash,  pus_filled_pimples,  blackheads,  scurring",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
2012,Acne," pus_filled_pimples,  blackheads,  scurring",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
2013,Acne," skin_rash,  blackheads,  scurring",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
2014,Acne," skin_rash,  pus_filled_pimples,  scurring",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
2015,Acne," skin_rash,  pus_filled_pimples,  blackheads",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
2016,Acne," skin_rash,  pus_filled_pimples,  blackheads,  scurring",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
2017,Acne," skin_rash,  pus_filled_pimples,  blackheads",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
2018,Acne," skin_rash,  pus_filled_pimples,  scurring",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
2019,Acne," skin_rash,  blackheads,  scurring",bath twice,avoid fatty spicy food,drink plenty of water,avoid too many products
2020,Urinary tract infection," burning_micturition,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
2021,Urinary tract infection," burning_micturition,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
2022,Urinary tract infection," bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
2023,Urinary tract infection," burning_micturition,  foul_smell_of urine,  continuous_feel_of_urine",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
2024,Urinary tract infection," burning_micturition,  bladder_discomfort,  continuous_feel_of_urine",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
2025,Urinary tract infection," burning_micturition,  bladder_discomfort,  foul_smell_of urine",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
2026,Urinary tract infection," burning_micturition,  bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
2027,Urinary tract infection," burning_micturition,  bladder_discomfort,  continuous_feel_of_urine",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
2028,Urinary tract infection," bladder_discomfort,  foul_smell_of urine,  continuous_feel_of_urine",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
2029,Urinary tract infection," burning_micturition,  bladder_discomfort,  continuous_feel_of_urine",drink plenty of water,increase vitamin c intake,drink cranberry juice,take probiotics
2030,Psoriasis," skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
2031,Psoriasis," skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
2032,Psoriasis," joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
2033,Psoriasis," skin_rash,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
2034,Psoriasis," skin_rash,  joint_pain,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
2035,Psoriasis," skin_rash,  joint_pain,  skin_peeling,  small_dents_in_nails,  inflammatory_nails",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
2036,Psoriasis," skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  inflammatory_nails",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
2037,Psoriasis," skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
2038,Psoriasis," skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
2039,Psoriasis," skin_rash,  joint_pain,  skin_peeling,  silver_like_dusting,  small_dents_in_nails,  inflammatory_nails",wash hands with warm soapy water,stop bleeding using pressure,consult doctor,salt baths
2040,Impetigo," skin_rash,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
2041,Impetigo," skin_rash,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
2042,Impetigo," high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
2043,Impetigo," skin_rash,  blister,  red_sore_around_nose,  yellow_crust_ooze",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
2044,Impetigo," skin_rash,  blister,  red_sore_around_nose,  yellow_crust_ooze",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
2045,Impetigo," skin_rash,  high_fever,  red_sore_around_nose,  yellow_crust_ooze",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
2046,Impetigo," skin_rash,  high_fever,  blister,  yellow_crust_ooze",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
2047,Impetigo," skin_rash,  high_fever,  blister,  red_sore_around_nose",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
2048,Impetigo," skin_rash,  high_fever,  blister,  red_sore_around_nose,  yellow_crust_ooze",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
2049,Impetigo," skin_rash,  blister,  red_sore_around_nose,  yellow_crust_ooze",soak affected area in warm water,use antibiotics,remove scabs with wet compressed cloth,consult doctor
2050,Fungal infection,"itching,  skin_rash,  nodal_skin_eruptions,  dischromic _patches",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
2051,Fungal infection," skin_rash,  nodal_skin_eruptions,  dischromic _patches",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
2052,Fungal infection,"itching,  nodal_skin_eruptions,  dischromic _patches",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
2053,Fungal infection,"itching,  skin_rash,  dischromic _patches",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
2054,Fungal infection,"itching,  skin_rash,  nodal_skin_eruptions",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
2055,Fungal infection," skin_rash,  nodal_skin_eruptions,  dischromic _patches",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
2056,Fungal infection,"itching,  nodal_skin_eruptions,  dischromic _patches",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
2057,Fungal infection,"itching,  skin_rash,  dischromic _patches",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
2058,Fungal infection,"itching,  skin_rash,  nodal_skin_eruptions",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
2059,Fungal infection,"itching,  skin_rash,  nodal_skin_eruptions,  dischromic _patches",bath twice,use detol or neem in bathing water,keep infected area dry,use clean cloths
2060,Allergy," continuous_sneezing,  shivering,  chills,  watering_from_eyes",apply calamine,cover area with bandage,,use ice to compress itching
2061,Allergy," shivering,  chills,  watering_from_eyes",apply calamine,cover area with bandage,,use ice to compress itching
2062,Allergy," continuous_sneezing,  chills,  watering_from_eyes",apply calamine,cover area with bandage,,use ice to compress itching
2063,Allergy," continuous_sneezing,  shivering,  watering_from_eyes",apply calamine,cover area with bandage,,use ice to compress itching
2064,Allergy," continuous_sneezing,  shivering,  chills",apply calamine,cover area with bandage,,use ice to compress itching
2065,Allergy," shivering,  chills,  watering_from_eyes",apply calamine,cover area with bandage,,use ice to compress itching
2066,Allergy," continuous_sneezing,  chills,  watering_from_eyes",apply calamine,cover area with bandage,,use ice to compress itching
2067,Allergy," continuous_sneezing,  shivering,  watering_from_eyes",apply calamine,cover area with bandage,,use ice to compress itching
2068,Allergy," continuous_sneezing,  shivering,  chills",apply calamine,cover area with bandage,,use ice to compress itching
2069,Allergy," continuous_sneezing,  shivering,  chills,  watering_from_eyes",apply calamine,cover area with bandage,,use ice to compress itching
2070,GERD," stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
2071,GERD," stomach_pain,  ulcers_on_tongue,  vomiting,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
2072,GERD," stomach_pain,  acidity,  vomiting,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
2073,GERD," stomach_pain,  acidity,  ulcers_on_tongue,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
2074,GERD," stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
2075,GERD," stomach_pain,  acidity,  ulcers_on_tongue,  vomiting,  cough",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
2076,GERD," acidity,  ulcers_on_tongue,  vomiting,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
2077,GERD," stomach_pain,  ulcers_on_tongue,  vomiting,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
2078,GERD," stomach_pain,  acidity,  vomiting,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
2079,GERD," stomach_pain,  acidity,  ulcers_on_tongue,  cough,  chest_pain",avoid fatty spicy food,avoid lying down after eating,maintain healthy weight,exercise
2080,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
2081,Chronic cholestasis," vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
2082,Chronic cholestasis,"itching,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
2083,Chronic cholestasis,"itching,  vomiting,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
2084,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
2085,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  nausea,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
2086,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
2087,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain",cold baths,anti itch medicine,consult doctor,eat healthy
2088,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
2089,Chronic cholestasis,"itching,  vomiting,  yellowish_skin,  nausea,  loss_of_appetite,  abdominal_pain,  yellowing_of_eyes",cold baths,anti itch medicine,consult doctor,eat healthy
2090,Drug Reaction,"itching,  skin_rash,  stomach_pain,  burning_micturition,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
2091,Drug Reaction,"itching,  stomach_pain,  burning_micturition,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
2092,Drug Reaction,"itching,  skin_rash,  burning_micturition,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
2093,Drug Reaction,"itching,  skin_rash,  stomach_pain,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
2094,Drug Reaction,"itching,  skin_rash,  stomach_pain,  burning_micturition",stop irritation,consult nearest hospital,stop taking drug,follow up
2095,Drug Reaction," skin_rash,  stomach_pain,  burning_micturition,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
2096,Drug Reaction,"itching,  stomach_pain,  burning_micturition,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
2097,Drug Reaction,"itching,  skin_rash,  burning_micturition,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
2098,Drug Reaction,"itching,  skin_rash,  stomach_pain,  spotting_ urination",stop irritation,consult nearest hospital,stop taking drug,follow up
2099,Drug Reaction,"itching,  skin_rash,  stomach_pain,  burning_micturition",stop irritation,consult nearest hospital,stop taking drug,follow up
2100,Peptic ulcer diseae," vomiting,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
2101,Peptic ulcer diseae," vomiting,  indigestion,  abdominal_pain,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
2102,Peptic ulcer diseae," indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
2103,Peptic ulcer diseae," vomiting,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
2104,Peptic ulcer diseae," vomiting,  indigestion,  abdominal_pain,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
2105,Peptic ulcer diseae," vomiting,  indigestion,  loss_of_appetite,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
2106,Peptic ulcer diseae," vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
2107,Peptic ulcer diseae," vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
2108,Peptic ulcer diseae," vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
2109,Peptic ulcer diseae," vomiting,  indigestion,  loss_of_appetite,  abdominal_pain,  passage_of_gases,  internal_itching",avoid fatty spicy food,consume probiotic food,eliminate milk,limit alcohol
2110,AIDS," muscle_wasting,  patches_in_throat,  high_fever,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
2111,AIDS," patches_in_throat,  high_fever,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
2112,AIDS," muscle_wasting,  high_fever,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
2113,AIDS," muscle_wasting,  patches_in_throat,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
2114,AIDS," muscle_wasting,  patches_in_throat,  high_fever",avoid open cuts,wear ppe if possible,consult doctor,follow up
2115,AIDS," muscle_wasting,  patches_in_throat,  high_fever,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
2116,AIDS," muscle_wasting,  patches_in_throat,  high_fever,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
2117,AIDS," patches_in_throat,  high_fever,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
2118,AIDS," muscle_wasting,  high_fever,  extra_marital_contacts",avoid open cuts,wear ppe if possible,consult doctor,follow up
2119,AIDS," muscle_wasting,  patches_in_throat,  high_fever",avoid open cuts,wear ppe if possible,consult doctor,follow up
2120,Diabetes ," fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
2121,Diabetes ," fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
2122,Diabetes ," weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
2123,Diabetes ," fatigue,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
2124,Diabetes ," fatigue,  weight_loss,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
2125,Diabetes ," fatigue,  weight_loss,  restlessness,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
2126,Diabetes ," fatigue,  weight_loss,  restlessness,  lethargy,  blurred_and_distorted_vision,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
2127,Diabetes ," fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  obesity,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
2128,Diabetes ," fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  excessive_hunger,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
2129,Diabetes ," fatigue,  weight_loss,  restlessness,  lethargy,  irregular_sugar_level,  blurred_and_distorted_vision,  obesity,  increased_appetite,  polyuria",have balanced diet,exercise,consult doctor,follow up
2130,Gastroenteritis," vomiting,  sunken_eyes,  dehydration,  diarrhoea",stop eating solid food for while,try taking small sips of water,rest,ease back into eating
